id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PSMD8	4	0.00033778	0.0012418	0.795922	20	4	-1.7384	0.99966	0.99968	0.999922	19355	0	-1.7384
MCM6	4	0.00033779	0.001242	0.795922	21	2	-0.51588	0.77356	0.77316	0.999922	14892	0	-0.51588
SLC44A5	4	0.00033791	0.0012428	0.795922	22	4	-1.6298	0.99966	0.99968	0.999922	19354	0	-1.6298
EIF6	4	0.00037357	0.0013809	0.795922	23	3	-1.8379	0.93874	0.93872	0.999922	18078	0	-1.8379
PLEKHH2	4	0.00038975	0.0014335	0.795922	24	2	-1.1791	0.62064	0.62072	0.999922	11969	1	-1.1791
OST4	4	0.00040377	0.0014801	0.795922	25	4	-1.7514	0.9996	0.99961	0.999922	19353	0	-1.7514
PRELP	4	0.00041437	0.0015235	0.795922	26	3	-2.2364	0.51981	0.53306	0.999922	10266	1	-2.2364
C11orf85	4	0.00042922	0.001569	0.795922	27	4	-1.7236	0.99957	0.99959	0.999922	19351	0	-1.7236
AGA	4	0.00043726	0.0015987	0.795922	28	3	-2.1565	0.82157	0.82112	0.999922	15807	0	-2.1565
PAX2	4	0.0004397	0.0016089	0.795922	29	4	-2.6358	0.99953	0.99955	0.999922	19350	0	-2.6358
CCL18	4	0.00044171	0.0016181	0.795922	30	1	-0.049755	0.75812	0.75768	0.999922	14596	0	-0.049755
KNG1	4	0.00046494	0.0017061	0.795922	31	2	-1.9175	0.78405	0.78365	0.999922	15074	0	-1.9175
SPATA22	4	0.00047723	0.0017587	0.795922	32	4	-1.9188	0.99237	0.99241	0.999922	19188	0	-1.9188
MGAT4C	4	0.00048327	0.0017802	0.795922	33	4	-2.0948	0.99884	0.99883	0.999922	19328	0	-2.0948
LOC102724862	4	0.00048439	0.0017869	0.795922	34	4	-2.3802	0.98527	0.98527	0.999922	19044	0	-2.3802
FAM46C	4	0.00049367	0.0018191	0.795922	35	3	-0.71386	0.81557	0.81521	0.999922	15689	0	-0.71386
PRPF19	4	0.00050543	0.0018631	0.795922	36	4	-1.5314	0.99949	0.99951	0.999922	19349	0	-1.5314
ELOVL4	4	0.00051372	0.0018907	0.795922	37	4	-1.4526	0.99949	0.9995	0.999922	19348	0	-1.4526
NPAS4	4	0.00053417	0.0019582	0.795922	38	3	-1.902	0.99947	0.99948	0.999922	19347	0	-1.902
CHRAC1	4	0.00054031	0.001973	0.795922	39	3	-2.3366	0.85573	0.85517	0.999922	16434	0	-2.3366
HDAC3	4	0.00054512	0.0019888	0.795922	40	4	-1.9734	0.98692	0.98693	0.999922	19084	0	-1.9734
FKBP7	4	0.00054562	0.0019919	0.795922	41	2	-0.94461	0.42133	0.46026	0.999922	8832	1	-0.94461
SERPINE1	4	0.00056135	0.0020589	0.795922	42	4	-2.2742	0.96342	0.96337	0.999922	18591	0	-2.2742
AP3B1	4	0.00056578	0.0020773	0.795922	43	4	-1.5394	0.99943	0.99945	0.999922	19346	0	-1.5394
RBM17	4	0.00056807	0.002087	0.795922	44	4	-1.5757	0.99943	0.99945	0.999922	19345	0	-1.5757
TNS3	4	0.00059186	0.0021683	0.795922	45	2	-0.74346	0.065254	0.12922	0.989729	2526	2	-0.74346
INS-IGF2	4	0.00059757	0.0021893	0.795922	46	4	-1.1705	0.98438	0.98437	0.999922	19026	0	-1.1705
ZNF683	4	0.00060762	0.0022302	0.795922	47	4	-1.8912	0.9912	0.99123	0.999922	19164	0	-1.8912
PSMC6	4	0.00062436	0.0022921	0.795922	48	4	-2.1766	0.99938	0.99939	0.999922	19344	0	-2.1766
FKBP4	4	0.00062637	0.0022987	0.795922	49	4	-1.9612	0.98634	0.98632	0.999922	19071	0	-1.9612
DDX42	4	0.00063699	0.0023365	0.795922	50	2	-1.177	0.53606	0.54613	0.999922	10513	1	-1.177
SH3BP1	4	0.00064146	0.0023504	0.795922	51	4	-2.0905	0.97697	0.977	0.999922	18867	0	-2.0905
RUVBL1	4	0.00064505	0.0023636	0.795922	52	3	-2.0889	0.64462	0.64405	0.999922	12407	1	-2.0889
CCDC40	4	0.00064952	0.00238	0.795922	53	4	-1.3636	0.97303	0.97298	0.999922	18793	0	-1.3636
PTPRR	4	0.00065808	0.0024132	0.795922	54	4	-1.6465	0.99934	0.99935	0.999922	19343	0	-1.6465
OR1L4	4	0.00066134	0.0024265	0.795922	55	4	-1.7322	0.96515	0.96509	0.999922	18623	0	-1.7322
CSNK1E	4	0.00066421	0.0024357	0.795922	56	3	-1.6401	0.37608	0.42966	0.999922	8259	1	-1.6401
CNOT3	4	0.00067395	0.002468	0.795922	57	4	-2.0189	0.98684	0.98684	0.999922	19082	0	-2.0189
LCMT1	4	0.00067467	0.0024695	0.795922	58	4	-1.5482	0.99933	0.99934	0.999922	19342	0	-1.5482
STIL	4	0.00067651	0.0024777	0.795922	59	3	-1.6949	0.48141	0.50355	0.999922	9727	1	-1.6949
SNAPC1	4	0.00068661	0.0025176	0.795922	60	4	-1.2898	0.99931	0.99932	0.999922	19341	0	-1.2898
SMG6	4	0.00070147	0.0025697	0.795922	61	2	-0.65941	0.10402	0.18079	0.998537	3487	1	-0.65941
FAM92B	4	0.00072245	0.0026428	0.795922	62	4	-1.4703	0.99928	0.99928	0.999922	19340	0	-1.4703
ATAD3B	4	0.00073019	0.0026715	0.795922	63	3	-2.4775	0.68895	0.6883	0.999922	13268	0	-2.4775
INPP5D	4	0.00075342	0.0027533	0.795922	64	2	-0.62662	0.42428	0.46224	0.999922	8873	1	-0.62662
PRPS1	4	0.00075743	0.0027686	0.795922	65	4	-1.7705	0.99924	0.99925	0.999922	19339	0	-1.7705
TESK1	4	0.00077518	0.0028315	0.795922	66	3	-1.7787	0.12701	0.21099	0.998537	4073	1	-1.7787
APLF	4	0.00080281	0.0029317	0.795922	67	3	-2.5443	0.87733	0.8769	0.999922	16849	0	-2.5443
MRPL24	4	0.00080536	0.002945	0.795922	68	2	-0.18174	0.22374	0.33688	0.999922	6450	2	-0.18174
SAA2	4	0.000811	0.0029624	0.795922	69	4	-1.8763	0.99919	0.99918	0.999922	19338	0	-1.8763
ILF2	4	0.00082979	0.0030266	0.795922	70	3	-1.9223	0.68329	0.68266	0.999922	13153	0	-1.9223
AMPD2	4	0.00083422	0.0030401	0.795922	71	4	-1.7953	0.99917	0.99915	0.999922	19337	0	-1.7953
URB1	4	0.0008351	0.0030432	0.795922	72	4	-2.2561	0.96365	0.96359	0.999922	18595	0	-2.2561
ARIH1	4	0.00083716	0.0030504	0.795922	73	4	-1.6593	0.99916	0.99915	0.999922	19336	0	-1.6593
PPWD1	4	0.00084471	0.003077	0.795922	74	4	-1.8075	0.99748	0.99749	0.999922	19301	0	-1.8075
CT62	4	0.0008573	0.003123	0.795922	75	4	-1.3755	0.99077	0.99079	0.999922	19155	0	-1.3755
USP19	4	0.00085768	0.003124	0.795922	76	4	-1.4366	0.99914	0.99913	0.999922	19335	0	-1.4366
PCSK7	4	0.00087891	0.0032022	0.803679	77	4	-2.2136	0.99332	0.99335	0.999922	19212	0	-2.2136
ELANE	4	0.00090924	0.0033081	0.803679	78	2	-0.53434	0.61205	0.61255	0.999922	11802	1	-0.53434
TAF5	4	0.00091119	0.003314	0.803679	79	3	-2.2488	0.95808	0.95803	0.999922	18491	0	-2.2488
PLSCR2	4	0.00091231	0.0033219	0.803679	80	3	-2.2028	0.61177	0.61227	0.999922	11795	1	-2.2028
GDF6	4	0.00092468	0.0033761	0.803679	81	4	-1.8878	0.99908	0.99906	0.999922	19334	0	-1.8878
LHX4	4	0.00093623	0.0034139	0.803679	82	3	-1.8845	0.9189	0.9187	0.999922	17683	0	-1.8845
PELI3	4	0.00096118	0.0034978	0.803679	83	2	-0.53029	0.12489	0.20823	0.998537	4022	2	-0.53029
CD1D	4	0.0010131	0.0036752	0.803679	84	2	-0.67068	0.92515	0.92494	0.999922	17807	0	-0.67068
CCDC33	4	0.0010224	0.0037039	0.803679	85	3	-2.1467	0.1767	0.27595	0.999922	5323	1	-2.1467
ARFGEF3	4	0.0010284	0.0037248	0.803679	86	4	-1.6119	0.99283	0.99287	0.999922	19204	0	-1.6119
CHMP5	4	0.001065	0.0038593	0.803679	87	2	-0.58003	0.70687	0.70617	0.999922	13608	0	-0.58003
PPIAL4E	4	0.0010709	0.0038823	0.803679	88	4	-1.9201	0.99648	0.99649	0.999922	19277	0	-1.9201
PSME3	4	0.0010736	0.0038905	0.803679	89	3	-2.1192	0.39223	0.44045	0.999922	8460	1	-2.1192
NHEJ1	4	0.0010852	0.003935	0.803679	90	4	-1.4351	0.99891	0.9989	0.999922	19333	0	-1.4351
CDK11B	4	0.0011018	0.0040009	0.803679	91	3	-1.8751	0.7664	0.76602	0.999922	14747	0	-1.8751
FEM1B	4	0.0011026	0.0040066	0.803679	92	3	-1.8498	0.77497	0.77454	0.999922	14919	0	-1.8498
ZNF846	4	0.0011109	0.0040332	0.803679	93	4	-1.4421	0.99889	0.99888	0.999922	19332	0	-1.4421
TMC6	4	0.001117	0.004049	0.803679	94	1	0.01013	0.42794	0.46484	0.999922	8937	1	0.01013
OR4S2	4	0.0011264	0.0040858	0.803679	95	3	-2.0487	0.70304	0.70231	0.999922	13537	0	-2.0487
SGTA	4	0.00113	0.004093	0.803679	96	3	-1.5941	0.99887	0.99886	0.999922	19331	0	-1.5941
MYPN	4	0.0011348	0.0041099	0.803679	97	4	-1.6374	0.99887	0.99885	0.999922	19330	0	-1.6374
RPIA	4	0.0011437	0.0041375	0.803679	98	3	-2.052	0.60864	0.60936	0.999922	11740	1	-2.052
CD163L1	4	0.0011448	0.0041411	0.803679	99	4	-1.3841	0.99886	0.99885	0.999922	19329	0	-1.3841
POLR2G	4	0.0011604	0.0042029	0.803679	100	4	-1.3067	0.99884	0.99883	0.999922	19327	0	-1.3067
C9orf116	4	0.0011663	0.0042213	0.803679	101	3	-2.2164	0.48039	0.50279	0.999922	9710	1	-2.2164
PUS3	4	0.0011689	0.0042336	0.803679	102	2	-1.0405	0.83775	0.83708	0.999922	16088	0	-1.0405
OR4C6	4	0.0012101	0.0043778	0.815905	103	3	-1.2834	0.32422	0.39652	0.999922	7626	1	-1.2834
PACSIN2	4	0.0012208	0.0044177	0.815905	104	3	-1.0981	0.86125	0.86076	0.999922	16533	0	-1.0981
PHACTR2	4	0.0012728	0.0046115	0.815905	105	3	-1.3643	0.96145	0.96136	0.999922	18557	0	-1.3643
PTCD2	4	0.0012883	0.0046626	0.815905	106	4	-1.1071	0.99871	0.99871	0.999922	19326	0	-1.1071
ZSCAN23	4	0.0012922	0.0046728	0.815905	107	4	-1.3933	0.99871	0.99871	0.999922	19325	0	-1.3933
RASAL3	4	0.0012929	0.0046759	0.815905	108	3	-2.3246	0.82334	0.82289	0.999922	15838	0	-2.3246
EIF4EBP2	4	0.001312	0.0047454	0.815905	109	3	-1.5486	0.46016	0.48785	0.999922	9423	1	-1.5486
SH2D6	4	0.0013247	0.0047956	0.815905	110	2	-0.68725	0.93133	0.9311	0.999922	17936	0	-0.68725
WDR1	4	0.0013392	0.0048436	0.815905	111	4	-1.5637	0.99866	0.99867	0.999922	19324	0	-1.5637
WIBG	4	0.0013766	0.004974	0.815905	112	2	-0.39288	0.84844	0.84783	0.999922	16285	0	-0.39288
NMD3	4	0.0013815	0.0049986	0.815905	113	4	-1.2594	0.99862	0.99863	0.999922	19323	0	-1.2594
GUCY1B3	4	0.001385	0.0050067	0.815905	114	4	-1.6938	0.98814	0.98816	0.999922	19104	0	-1.6938
DCK	4	0.0013907	0.0050246	0.815905	115	4	-1.6573	0.99861	0.99862	0.999922	19322	0	-1.6573
FAM167B	4	0.0014285	0.0051566	0.815905	116	2	-0.68484	0.83258	0.83196	0.999922	16003	0	-0.68484
LRRN2	4	0.0014311	0.0051673	0.815905	117	3	-2.1485	0.84318	0.8425	0.999922	16192	0	-2.1485
KLHDC8A	4	0.001455	0.0052563	0.815905	118	3	-2.4001	0.28904	0.37525	0.999922	7200	1	-2.4001
OR1E1	4	0.0014804	0.0053504	0.815905	119	2	-0.1745	0.21088	0.32035	0.999922	6140	1	-0.1745
NPIPA3	4	0.0015131	0.0054777	0.815905	120	3	-1.7572	0.92963	0.92942	0.999922	17901	0	-1.7572
PPP2R5D	4	0.0015184	0.0054935	0.815905	121	4	-1.6185	0.99848	0.9985	0.999922	19321	0	-1.6185
ZNF556	4	0.0015324	0.0055467	0.815905	122	4	-1.8676	0.99114	0.99117	0.999922	19161	0	-1.8676
RBM44	4	0.0015535	0.0056183	0.815905	123	4	-1.5406	0.97128	0.97124	0.999922	18749	0	-1.5406
DOLK	4	0.0015591	0.0056408	0.815905	124	3	-1.9623	0.86857	0.86813	0.999922	16674	0	-1.9623
RILP	4	0.0015843	0.0057272	0.815905	125	1	0.48253	0.024644	0.061787	0.985116	1198	2	0.48253
TSPAN18	4	0.001603	0.0057942	0.815905	126	4	-1.5745	0.9984	0.99841	0.999922	19320	0	-1.5745
PCDH20	4	0.0016059	0.0058049	0.815905	127	3	-1.7088	0.81446	0.81407	0.999922	15658	0	-1.7088
OAT	4	0.0016244	0.0058735	0.815905	128	3	-1.8255	0.45882	0.48686	0.999922	9400	1	-1.8255
AAGAB	4	0.0016362	0.0059169	0.815905	129	3	-1.1868	0.76303	0.7627	0.999922	14686	0	-1.1868
PCDHGA10	4	0.0016716	0.0060366	0.815905	130	4	-1.6206	0.99833	0.99835	0.999922	19319	0	-1.6206
C14orf28	4	0.0016724	0.0060402	0.815905	131	2	-1.4243	0.38983	0.43882	0.999922	8434	1	-1.4243
PLCB1	4	0.0016881	0.0060918	0.815905	132	1	-0.28401	0.73125	0.73072	0.999922	14093	0	-0.28401
CDK18	4	0.0016928	0.0061056	0.815905	133	3	-2.1232	0.91142	0.91118	0.999922	17537	0	-2.1232
VPS53	4	0.0017314	0.0062529	0.815905	134	3	-1.7653	0.91427	0.91402	0.999922	17584	0	-1.7653
FAM204A	4	0.00174	0.006281	0.815905	135	2	-0.51247	0.82889	0.8283	0.999922	15937	0	-0.51247
MAFB	4	0.0017558	0.0063321	0.815905	136	4	-1.3221	0.99824	0.99827	0.999922	19318	0	-1.3221
KIF23	4	0.0017643	0.0063659	0.815905	137	4	-1.4746	0.99824	0.99826	0.999922	19317	0	-1.4746
CTDNEP1	4	0.001777	0.0064144	0.815905	138	3	-1.6849	0.17468	0.2733	0.999922	5261	1	-1.6849
DNAH7	4	0.0017857	0.0064543	0.815905	139	4	-1.5427	0.99821	0.99824	0.999922	19316	0	-1.5427
COMMD7	4	0.0017885	0.0064615	0.815905	140	3	-2.0147	0.87087	0.87046	0.999922	16725	0	-2.0147
FAM198B	4	0.0017919	0.0064733	0.815905	141	1	-0.21975	0.44401	0.47624	0.999922	9159	1	-0.21975
OR5D18	4	0.0018001	0.0064952	0.815905	142	4	-1.3806	0.9982	0.99823	0.999922	19315	0	-1.3806
HIST1H2BC	4	0.0018038	0.006506	0.815905	143	4	-2.1168	0.9982	0.99823	0.999922	19314	0	-2.1168
RAD51D	4	0.0018114	0.0065295	0.815905	144	3	-1.674	0.2299	0.34134	0.999922	6539	1	-1.674
ATL2	4	0.0018152	0.0065423	0.815905	145	3	-1.7504	0.91547	0.91526	0.999922	17614	0	-1.7504
LRRC7	4	0.0018237	0.0065694	0.815905	146	3	-1.9229	0.90758	0.90731	0.999922	17457	0	-1.9229
PKD1	4	0.0018364	0.0066149	0.815905	147	4	-1.9509	0.97643	0.97641	0.999922	18857	0	-1.9509
CDH3	4	0.0018438	0.0066481	0.815905	148	2	-1.0361	0.66494	0.66431	0.999922	12798	0	-1.0361
ZC3H18	4	0.001852	0.0066793	0.815905	149	4	-1.3737	0.99815	0.99818	0.999922	19313	0	-1.3737
PI4KB	4	0.0018576	0.0066972	0.815905	150	4	-1.6085	0.99468	0.99473	0.999922	19241	0	-1.6085
ITGA5	4	0.0018605	0.0067039	0.815905	151	2	-1.2442	0.70611	0.70537	0.999922	13595	0	-1.2442
ZSCAN21	4	0.0018659	0.0067243	0.815905	152	2	-1.0655	0.02469	0.06189	0.985116	1200	1	-1.0655
GTF2H1	4	0.0018847	0.0067903	0.815905	153	2	-1.0586	0.66225	0.6616	0.999922	12738	0	-1.0586
ZNF407	4	0.0018851	0.0067908	0.815905	154	3	-1.9362	0.67101	0.67043	0.999922	12912	0	-1.9362
RAD21	4	0.0018857	0.0067944	0.815905	155	4	-1.4216	0.99811	0.99814	0.999922	19312	0	-1.4216
HSPB7	4	0.0018901	0.0068118	0.815905	156	3	-1.9378	0.25783	0.35714	0.999922	6851	1	-1.9378
PCP4L1	4	0.0018957	0.0068353	0.815905	157	1	-0.11258	0.76769	0.76731	0.999922	14771	0	-0.11258
PLGLB1	4	0.0019001	0.006845	0.815905	158	3	-1.9236	0.34637	0.41039	0.999922	7891	1	-1.9236
ZCCHC10	4	0.0019063	0.006869	0.815905	159	2	-0.94907	0.11985	0.20158	0.998537	3902	1	-0.94907
SNX25	4	0.0019275	0.0069498	0.815905	160	3	-1.7342	0.15534	0.24814	0.999922	4796	1	-1.7342
NR2F2	4	0.0019476	0.0070163	0.815905	161	4	-1.3079	0.98876	0.9888	0.999922	19117	0	-1.3079
ELOVL5	4	0.0019637	0.0070777	0.815905	162	3	-1.7246	0.44089	0.47404	0.999922	9112	1	-1.7246
TSPAN1	4	0.0019659	0.0070874	0.815905	163	3	-1.9795	0.60975	0.61037	0.999922	11759	1	-1.9795
ATG4D	4	0.0019706	0.0071022	0.815905	164	2	-1.3992	0.20595	0.31391	0.999922	5999	1	-1.3992
GDPD3	4	0.0019747	0.0071193	0.815905	165	4	-2.2128	0.97141	0.97139	0.999922	18756	0	-2.2128
GLYAT	4	0.0019775	0.0071298	0.815905	166	2	-1.269	0.5947	0.59663	0.999922	11481	1	-1.269
ACTL8	4	0.001983	0.0071462	0.815905	167	3	-1.328	0.69015	0.68948	0.999922	13296	0	-1.328
C2orf66	4	0.0019849	0.0071549	0.815905	168	4	-1.277	0.99802	0.99803	0.999922	19311	0	-1.277
VCPIP1	4	0.0019886	0.0071666	0.815905	169	2	-1.3874	0.60157	0.60292	0.999922	11603	1	-1.3874
ORC3	4	0.0019995	0.007205	0.815905	170	4	-1.0529	0.99261	0.99265	0.999922	19197	0	-1.0529
KCTD6	4	0.0019996	0.0072055	0.815905	171	4	-1.4956	0.9958	0.99583	0.999922	19262	0	-1.4956
C21orf2	4	0.0020514	0.0073768	0.830446	172	2	-0.23734	0.042572	0.098589	0.989632	1921	1	-0.23734
ZNF513	4	0.0020753	0.0074729	0.835356	173	3	-1.5416	0.063031	0.12618	0.989632	2458	1	-1.5416
PRKRIP1	4	0.0021033	0.0075749	0.835356	174	2	-0.17997	0.59259	0.5947	0.999922	11453	1	-0.17997
UBE2C	4	0.0021051	0.0075818	0.835356	175	4	-1.6566	0.99789	0.99792	0.999922	19310	0	-1.6566
VCAN	4	0.0021249	0.0076503	0.835356	176	3	-1.9757	0.92618	0.92601	0.999922	17831	0	-1.9757
ARRDC5	4	0.0021552	0.0077603	0.835356	177	3	-0.75678	0.84887	0.84827	0.999922	16292	0	-0.75678
NAA50	4	0.0021732	0.0078247	0.835356	178	4	-2.0732	0.97532	0.97526	0.999922	18829	0	-2.0732
GCGR	4	0.0022001	0.0079147	0.835356	179	4	-1.9577	0.97013	0.97007	0.999922	18718	0	-1.9577
MAFK	4	0.0022071	0.0079346	0.835356	180	3	-1.4788	0.41094	0.45301	0.999922	8698	1	-1.4788
TRAPPC13	4	0.0022094	0.0079433	0.835356	181	4	-1.2007	0.99779	0.99782	0.999922	19309	0	-1.2007
STMN1	4	0.0022112	0.007951	0.835356	182	3	-1.7857	0.11379	0.19376	0.998537	3743	1	-1.7857
DENND4C	4	0.0022395	0.0080523	0.835356	183	3	-1.5742	0.57716	0.58089	0.999922	11186	1	-1.5742
LGI3	4	0.0022454	0.0080707	0.835356	184	3	-1.6033	0.88852	0.88819	0.999922	17081	0	-1.6033
ZNF706	4	0.002259	0.0081208	0.835356	185	1	0.3587	0.13589	0.22275	0.999118	4317	2	0.3587
RERE	4	0.0022689	0.0081494	0.835356	186	2	-0.77524	0.051695	0.11085	0.989632	2160	2	-0.77524
BCAR1	4	0.0023104	0.0083026	0.835356	187	3	-1.9234	0.045787	0.10291	0.989632	2002	1	-1.9234
AK6	4	0.0023107	0.0083033	0.835356	188	4	-1.5195	0.99769	0.9977	0.999922	19308	0	-1.5195
UQCC3	4	0.0023109	0.0083038	0.835356	189	1	0.52083	0.098645	0.17367	0.998537	3347	2	0.52083
FAM221A	4	0.0023343	0.0083877	0.835356	190	3	-1.998	0.88243	0.88199	0.999922	16953	0	-1.998
PPP1R12C	4	0.0023415	0.0084122	0.835356	191	4	-1.5928	0.99766	0.99767	0.999922	19307	0	-1.5928
TTC37	4	0.0023627	0.0084828	0.835356	192	2	-0.57565	0.63268	0.63234	0.999922	12195	1	-0.57565
TAF8	4	0.0023704	0.0085114	0.835356	193	4	-1.2967	0.99763	0.99764	0.999922	19306	0	-1.2967
C8orf22	4	0.0023768	0.0085431	0.835356	194	3	-1.9252	0.82923	0.82862	0.999922	15943	0	-1.9252
UFSP2	4	0.0024146	0.0086751	0.835356	195	2	-0.43227	0.14494	0.23465	0.999922	4525	2	-0.43227
UBE2O	4	0.0024341	0.008738	0.835356	196	3	-1.9469	0.75833	0.7579	0.999922	14600	0	-1.9469
SNF8	4	0.0024588	0.0088336	0.835356	197	3	-1.6078	0.82993	0.82934	0.999922	15951	0	-1.6078
POLR2J	4	0.0024604	0.0088382	0.835356	198	4	-1.3759	0.99754	0.99755	0.999922	19305	0	-1.3759
PPAP2A	4	0.0024665	0.0088545	0.835356	199	1	-0.12798	0.69017	0.6895	0.999922	13297	0	-0.12798
PLVAP	4	0.0024725	0.0088719	0.835356	200	4	-1.2893	0.99753	0.99754	0.999922	19304	0	-1.2893
PGK1	4	0.0024826	0.0088985	0.835356	201	3	-1.4791	0.90176	0.90139	0.999922	17333	0	-1.4791
VTA1	4	0.002508	0.0089824	0.835356	202	3	-1.6	0.11938	0.20098	0.998537	3887	1	-1.6
TPBGL	4	0.0025131	0.0089957	0.835356	203	4	-1.4194	0.99749	0.9975	0.999922	19303	0	-1.4194
PROSER3	4	0.0025137	0.0089967	0.835356	204	4	-1.546	0.99749	0.9975	0.999922	19302	0	-1.546
TLR9	4	0.0025184	0.0090115	0.835356	205	3	-0.73401	0.93434	0.93419	0.999922	17980	0	-0.73401
RPL23	4	0.0025406	0.0090969	0.835356	206	3	-1.5465	0.99746	0.99747	0.999922	19300	0	-1.5465
GFRA4	4	0.0025595	0.0091486	0.835356	207	4	-1.6908	0.99744	0.99745	0.999922	19299	0	-1.6908
USP17L28	4	0.0025625	0.0091557	0.835356	208	3	-2.2864	0.91798	0.91775	0.999922	17665	0	-2.2864
OR5H15	4	0.0025669	0.0091726	0.835356	209	3	-1.6528	0.95528	0.95518	0.999922	18426	0	-1.6528
SIT1	4	0.0025703	0.0091833	0.835356	210	3	-1.1129	0.36076	0.4197	0.999922	8072	1	-1.1129
KLHL41	4	0.0025892	0.0092437	0.835356	211	4	-1.9812	0.99741	0.99742	0.999922	19298	0	-1.9812
USP8	4	0.0025958	0.0092659	0.835356	212	4	-1.6795	0.9974	0.99741	0.999922	19297	0	-1.6795
LBHD1	4	0.0025987	0.0092749	0.835356	213	3	-2.7364	0.37947	0.43195	0.999922	8295	1	-2.7364
AARS	4	0.0026113	0.0093158	0.835356	214	4	-1.0693	0.99739	0.99739	0.999922	19296	0	-1.0693
CD99L2	4	0.0026176	0.0093403	0.835356	215	3	-1.7699	0.95558	0.95549	0.999922	18435	0	-1.7699
SPDYE5	4	0.0026221	0.0093521	0.835356	216	2	-0.62498	0.7693	0.76891	0.999922	14809	0	-0.62498
TMEM106B	4	0.0026252	0.0093618	0.835356	217	4	-1.3855	0.99737	0.99738	0.999922	19295	0	-1.3855
OR5M8	4	0.002674	0.0095213	0.84545	218	3	-1.9208	0.81992	0.81949	0.999922	15778	0	-1.9208
POTEG	4	0.0026848	0.0095622	0.84545	219	4	-1.9262	0.99732	0.99732	0.999922	19294	0	-1.9262
CH17-360D5.1	4	0.0027106	0.0096589	0.845991	220	4	-1.3708	0.99729	0.9973	0.999922	19293	0	-1.3708
PIGS	4	0.0027259	0.0097121	0.845991	221	3	-1.4552	0.90802	0.90774	0.999922	17468	0	-1.4552
TMEM64	4	0.002736	0.0097443	0.845991	222	4	-1.3567	0.99726	0.99727	0.999922	19292	0	-1.3567
MAD2L1	4	0.0027532	0.0098092	0.845991	223	3	-2.1894	0.93712	0.93705	0.999922	18043	0	-2.1894
RRN3	4	0.0027777	0.0099048	0.845991	224	3	-0.82577	0.22484	0.33825	0.999922	6483	1	-0.82577
OR52H1	4	0.0027922	0.0099452	0.845991	225	3	-1.783	0.77161	0.77125	0.999922	14849	0	-1.783
PIAS2	4	0.002805	0.0099979	0.845991	226	4	-1.0427	0.99719	0.99721	0.999922	19291	0	-1.0427
DHRS7	4	0.0028059	0.010002	0.845991	227	3	-1.9919	0.8762	0.87576	0.999922	16832	0	-1.9919
